startdate	 starttime	 price	 pricecolor	 availability	 departure	 destination	 distance	 kmpereuro	 duration	
2016-05-22 	 15:20 	 8 	 price-orange 	 3 	 Zürich 	 Freiburg im Breisgau 	 151722 	 18 	 1
2016-05-22 	 15:30 	 3 	 price-orange 	 3 	 Zürich 	 Schaffhausen 	 52222 	 17 	 0
2016-05-22 	 16:00 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-22 	 16:00 	 16 	 price-red 	 4 	 Zürich 	 Schlanders 	 252931 	 15 	 3
2016-05-22 	 16:00 	 17 	 price-red 	 3 	 Zürich 	 Heilbronn 	 265365 	 15 	 2
2016-05-22 	 16:00 	 18 	 price-green 	 2 	 Zürich 	 Hof 	 543907 	 30 	 5
2016-05-22 	 16:00 	 25 	 price-orange 	 3 	 Zürich 	 Salzburg 	 451481 	 18 	 4
2016-05-22 	 16:30 	 20 	 price-red 	 3 	 Zürich 	 München 	 307622 	 15 	 3
2016-05-22 	 16:30 	 23 	 price-orange 	 2 	 Zürich 	 Frankfurt am Main 	 403767 	 17 	 4
2016-05-22 	 16:30 	 3 	 price-red 	 3 	 Zürich 	 Aadorf 	 48157 	 16 	 0
2016-05-22 	 17:00 	 18 	 price-orange 	 3 	 Zürich 	 Mannheim 	 332364 	 18 	 3
2016-05-22 	 17:00 	 20 	 price-orange 	 2 	 Zürich 	 Würzburg 	 358738 	 17 	 3
2016-05-22 	 17:40 	 10 	 price-orange 	 2 	 Zürich 	 Böblingen 	 197523 	 19 	 2
2016-05-22 	 18:00 	 15 	 price-green 	 2 	 Zürich 	 München 	 310475 	 20 	 3
2016-05-22 	 18:00 	 15 	 price-red 	 2 	 Zürich 	 Tübingen 	 190528 	 12 	 2
2016-05-22 	 18:00 	 15 	 price-green 	 Ausgebucht 	 Zürich 	 München 	 307274 	 20 	 3
2016-05-22 	 18:00 	 23 	 price-orange 	 1 	 Zürich 	 Frankfurt am Main 	 413492 	 17 	 3
2016-05-22 	 18:00 	 16 	 price-green 	 3 	 Zürich 	 Wolfratshausen 	 321489 	 20 	 3
2016-05-22 	 18:00 	 6 	 price-green 	 1 	 Zürich 	 Bregenz 	 120928 	 20 	 1
2016-05-22 	 18:10 	 8 	 price-green 	 2 	 Zürich 	 München 	 318627 	 39 	 3
2016-05-22 	 18:30 	 9 	 price-green 	 1 	 Wallisellen 	 Tübingen 	 184885 	 20 	 2
2016-05-22 	 18:30 	 4 	 price-orange 	 Ausgebucht 	 Zürich 	 Singen (Hohentwiel) 	 74809 	 18 	 1
2016-05-22 	 18:50 	 9 	 price-red 	 3 	 Zürich 	 Bern 	 121257 	 13 	 1
2016-05-22 	 18:50 	 15 	 price-orange 	 3 	 Zürich 	 Milano 	 280099 	 18 	 3
2016-05-22 	 19:00 	 4 	 price-orange 	 2 	 Zürich 	 Singen (Hohentwiel) 	 71367 	 17 	 0
2016-05-22 	 19:00 	 15 	 price-green 	 1 	 Zürich 	 München 	 304737 	 20 	 3
2016-05-22 	 19:00 	 20 	 price-red 	 3 	 Zürich 	 Heidelberg 	 318902 	 15 	 3
2016-05-22 	 19:00 	 20 	 price-orange 	 3 	 Zürich 	 Saarbrücken 	 338666 	 16 	 3
2016-05-22 	 19:30 	 5 	 price-orange 	 Ausgebucht 	 Zürich 	 Basel 	 82532 	 16 	 0
2016-05-22 	 19:30 	 7 	 price-orange 	 2 	 Zürich 	 Bregenz 	 120928 	 17 	 1
2016-05-22 	 19:50 	 2 	 price-green 	 2 	 Zürich 	 Wil 	 58613 	 29 	 0
2016-05-22 	 20:00 	 20 	 price-green 	 3 	 Kloten 	 Frankfurt Am Main 	 403136 	 20 	 4
2016-05-22 	 20:00 	 20 	 price-red 	 1 	 Zürich 	 München 	 304671 	 15 	 3
2016-05-22 	 20:00 	 20 	 price-orange 	 3 	 Zürich 	 Saarbrücken 	 336547 	 16 	 3
2016-05-22 	 20:20 	 10 	 price-green 	 3 	 Zürich 	 Memmingen 	 197223 	 19 	 2
2016-05-22 	 20:30 	 6 	 price-red 	 3 	 Zürich 	 Basel 	 87139 	 14 	 1
2016-05-22 	 21:30 	 9 	 price-red 	 3 	 Kloten 	 Bern 	 126183 	 14 	 1
2016-05-22 	 22:10 	 4 	 price-orange 	 3 	 Zürich 	 Oensingen 	 75177 	 18 	 0
2016-05-22 	 22:30 	 3 	 price-red 	 3 	 Zürich 	 Aarau 	 45658 	 15 	 0
2016-05-22 	 23:20 	 3 	 price-orange 	 3 	 Zürich 	 Luzern 	 51996 	 17 	 0
2016-05-23 	 00:30 	 1 	 price-green 	 4 	 Zürich 	 Aarburg 	 59423 	 59 	 0
2016-05-23 	 04:00 	 17 	 price-green 	 2 	 Zürich 	 Würzburg 	 359087 	 21 	 3
2016-05-23 	 04:50 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-23 	 06:00 	 18 	 price-green 	 Ausgebucht 	 Zürich 	 Darmstadt 	 375581 	 20 	 3
2016-05-23 	 06:00 	 20 	 price-red 	 Ausgebucht 	 Zürich 	 München 	 307411 	 15 	 3
2016-05-23 	 06:30 	 6 	 price-orange 	 3 	 Widen 	 Sankt Gallen 	 103109 	 17 	 1
2016-05-23 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-23 	 07:10 	 1 	 price-red 	 3 	 Maur 	 Fällanden 	 2890 	 2 	 0
2016-05-23 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-05-23 	 07:30 	 2 	 price-green 	 3 	 Zürich 	 Frauenfeld 	 43507 	 21 	 0
2016-05-23 	 07:30 	 20 	 price-green 	 3 	 Dietlikon 	 Nürnberg 	 409168 	 20 	 3
2016-05-23 	 09:30 	 15 	 price-red 	 3 	 Zürich 	 Stuttgart 	 216700 	 14 	 2
2016-05-23 	 10:00 	 16 	 price-orange 	 3 	 Zürich 	 Heidelberg 	 324076 	 20 	 3
2016-05-23 	 10:30 	 4 	 price-green 	 3 	 Zürich 	 Basel 	 87139 	 21 	 1
2016-05-23 	 11:20 	 9 	 price-red 	 3 	 Zürich 	 Bern 	 126630 	 14 	 1
2016-05-23 	 14:00 	 15 	 price-green 	 3 	 Zürich 	 München 	 310475 	 20 	 3
2016-05-23 	 15:00 	 7 	 price-green 	 4 	 Zürich 	 Lindau (Bodensee) 	 138849 	 19 	 1
2016-05-23 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-05-23 	 16:00 	 4 	 price-green 	 3 	 Zürich 	 Basel 	 87139 	 21 	 1
2016-05-23 	 17:00 	 1 	 price-red 	 3 	 Fällanden 	 Maur 	 2889 	 2 	 0
2016-05-23 	 17:00 	 15 	 price-green 	 5 	 Zürich 	 München 	 310475 	 20 	 3
2016-05-23 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-05-23 	 17:20 	 5 	 price-green 	 3 	 Zürich 	 Zuchwil 	 90436 	 18 	 1
2016-05-23 	 18:00 	 20 	 price-green 	 3 	 Zürich 	 Frankfurt am Main 	 403767 	 20 	 4
2016-05-24 	 00:10 	 9 	 price-red 	 3 	 Opfikon 	 Bern 	 122667 	 13 	 1
2016-05-24 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-24 	 07:10 	 1 	 price-red 	 3 	 Maur 	 Fällanden 	 2890 	 2 	 0
2016-05-24 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-05-24 	 07:30 	 2 	 price-green 	 3 	 Zürich 	 Frauenfeld 	 43507 	 21 	 0
2016-05-24 	 09:00 	 3 	 price-red 	 4 	 Zürich 	 Winterthur 	 23833 	 7 	 0
2016-05-24 	 09:20 	 20 	 price-red 	 3 	 Zürich 	 München 	 310475 	 15 	 3
2016-05-24 	 10:00 	 6 	 price-red 	 2 	 Opfikon 	 Lörrach 	 84060 	 14 	 0
2016-05-24 	 11:00 	 8 	 price-red 	 3 	 Zürich 	 Bregenz 	 120928 	 15 	 1
2016-05-24 	 14:00 	 25 	 price-orange 	 3 	 Zürich 	 Frankfurt am Main 	 402033 	 16 	 3
2016-05-24 	 15:00 	 9 	 price-red 	 4 	 Zürich 	 Lindau (Bodensee) 	 138849 	 15 	 1
2016-05-24 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-05-24 	 17:00 	 1 	 price-red 	 3 	 Fällanden 	 Maur 	 2889 	 2 	 0
2016-05-24 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-05-24 	 18:30 	 13 	 price-orange 	 3 	 Zürich 	 Stuttgart 	 208885 	 16 	 2
2016-05-24 	 18:50 	 6 	 price-red 	 3 	 Zürich 	 Basel 	 87139 	 14 	 1
2016-05-24 	 19:30 	 5 	 price-green 	 5 	 Zürich 	 Sankt Gallen 	 86215 	 17 	 0
2016-05-24 	 23:50 	 17 	 price-green 	 3 	 Zürich 	 Würzburg 	 360211 	 21 	 3
2016-05-25 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-25 	 07:10 	 1 	 price-red 	 3 	 Maur 	 Fällanden 	 2890 	 2 	 0
2016-05-25 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-05-25 	 08:00 	 13 	 price-orange 	 3 	 Kloten 	 Stuttgart 	 216155 	 16 	 2
2016-05-25 	 08:00 	 15 	 price-orange 	 3 	 Zürich 	 Mailand 	 280099 	 18 	 3
2016-05-25 	 10:00 	 9 	 price-orange 	 3 	 Zürich 	 Freiburg Im Breisgau 	 150881 	 16 	 1
2016-05-25 	 12:30 	 5 	 price-green 	 1 	 Zürich 	 Villingen-Schwenningen 	 102789 	 20 	 1
2016-05-25 	 12:40 	 25 	 price-orange 	 3 	 Zürich 	 Frankfurt am Main 	 397579 	 15 	 3
2016-05-25 	 14:40 	 6 	 price-green 	 2 	 Zürich 	 Bern 	 121257 	 20 	 1
2016-05-25 	 15:40 	 5 	 price-green 	 3 	 Zürich 	 Sankt Gallen 	 86215 	 17 	 0
2016-05-25 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-05-25 	 16:10 	 33 	 price-orange 	 2 	 Illnau-Effretikon 	 Düsseldorf 	 1 	 0 	 999
2016-05-25 	 17:00 	 1 	 price-red 	 3 	 Fällanden 	 Maur 	 2889 	 2 	 0
2016-05-25 	 17:00 	 20 	 price-red 	 1 	 Zürich 	 München 	 307411 	 15 	 3
2016-05-25 	 17:00 	 30 	 price-orange 	 2 	 Zürich 	 Köln 	 566701 	 18 	 5
2016-05-25 	 17:00 	 30 	 price-orange 	 2 	 Zürich 	 Erfurt 	 551112 	 18 	 5
2016-05-25 	 17:30 	 2 	 price-orange 	 3 	 Zürich 	 Würenlingen 	 33098 	 16 	 0
2016-05-25 	 17:40 	 5 	 price-green 	 2 	 Zürich 	 Bern 	 121257 	 24 	 1
2016-05-25 	 17:40 	 28 	 price-green 	 3 	 Zürich 	 Köln 	 580527 	 20 	 5
2016-05-25 	 18:30 	 5 	 price-green 	 3 	 Zürich 	 Chur 	 118863 	 23 	 1
2016-05-25 	 18:50 	 45 	 price-orange 	 3 	 Zürich 	 Berlin 	 843994 	 18 	 7
2016-05-25 	 19:00 	 19 	 price-orange 	 3 	 Zürich 	 München 	 310475 	 16 	 3
2016-05-25 	 19:10 	 13 	 price-green 	 2 	 Dietlikon 	 Karlsruhe 	 264236 	 20 	 2
2016-05-25 	 19:10 	 25 	 price-orange 	 1 	 Zürich 	 Lyon 	 424202 	 16 	 4
2016-05-25 	 20:00 	 6 	 price-orange 	 5 	 Zürich 	 Dornbirn 	 121054 	 20 	 1
2016-05-25 	 20:20 	 13 	 price-green 	 3 	 Zürich 	 Genf 	 276274 	 21 	 2
2016-05-25 	 21:00 	 1 	 price-red 	 3 	 Zürich 	 Bonstetten 	 14047 	 14 	 0
2016-05-25 	 21:30 	 16 	 price-orange 	 3 	 Zürich 	 München 	 310475 	 19 	 3
2016-05-25 	 23:20 	 15 	 price-red 	 4 	 Zürich 	 Stuttgart 	 217918 	 14 	 2
2016-05-26 	 02:00 	 30 	 price-orange 	 2 	 Zürich 	 Firenze 	 585282 	 19 	 6
2016-05-26 	 04:30 	 10 	 price-green 	 3 	 Zürich 	 Milano 	 280099 	 28 	 3
2016-05-26 	 06:00 	 5 	 price-green 	 3 	 Zürich 	 Mailand 	 280099 	 56 	 3
2016-05-26 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-26 	 07:10 	 1 	 price-red 	 3 	 Maur 	 Fällanden 	 2890 	 2 	 0
2016-05-26 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-05-26 	 08:10 	 13 	 price-red 	 2 	 Zürich 	 Lugano 	 205435 	 15 	 2
2016-05-26 	 09:00 	 3 	 price-orange 	 4 	 Zürich 	 Schaffhausen 	 51873 	 17 	 0
2016-05-26 	 09:30 	 20 	 price-red 	 3 	 Zürich 	 Mailand 	 280099 	 14 	 3
2016-05-26 	 11:00 	 4 	 price-orange 	 3 	 Zürich 	 Kreuzlingen 	 66492 	 16 	 0
2016-05-26 	 12:00 	 1 	 price-red 	 1 	 Zürich 	 Kloten 	 10136 	 10 	 0
2016-05-26 	 12:10 	 8 	 price-red 	 3 	 Zürich 	 Bern 	 121257 	 15 	 1
2016-05-26 	 12:20 	 11 	 price-green 	 3 	 Zürich 	 Lausanne 	 226437 	 20 	 2
2016-05-26 	 12:50 	 1 	 price-green 	 2 	 Zürich 	 Zug 	 33752 	 33 	 0
2016-05-26 	 13:00 	 17 	 price-orange 	 Ausgebucht 	 Zürich 	 Genf 	 276274 	 16 	 2
2016-05-26 	 14:30 	 30 	 price-red 	 3 	 Zürich 	 Bozen 	 403668 	 13 	 4
2016-05-26 	 14:30 	 15 	 price-orange 	 2 	 Zürich 	 Milano 	 280099 	 18 	 3
2016-05-26 	 15:00 	 1 	 price-red 	 3 	 Küsnacht 	 Dübendorf 	 12551 	 12 	 0
2016-05-26 	 15:00 	 5 	 price-orange 	 3 	 Zürich 	 Basel 	 83455 	 16 	 1
2016-05-26 	 15:00 	 10 	 price-green 	 2 	 Zürich 	 Stuttgart 	 216700 	 21 	 2
2016-05-26 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-05-26 	 16:00 	 6 	 price-red 	 4 	 Zürich 	 Basel 	 87139 	 14 	 1
2016-05-26 	 17:00 	 1 	 price-red 	 3 	 Fällanden 	 Maur 	 2889 	 2 	 0
2016-05-26 	 17:00 	 9 	 price-green 	 Ausgebucht 	 Zürich 	 Böblingen 	 197523 	 21 	 2
2016-05-26 	 17:20 	 24 	 price-green 	 3 	 Zürich 	 Heilbad Heiligenstadt 	 619926 	 25 	 5
2016-05-26 	 18:00 	 10 	 price-green 	 2 	 Zürich 	 Stuttgart 	 206335 	 20 	 2
2016-05-26 	 19:30 	 3 	 price-green 	 2 	 Zürich 	 Feldkirch 	 128736 	 42 	 1
2016-05-27 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-27 	 07:10 	 1 	 price-red 	 3 	 Maur 	 Fällanden 	 2890 	 2 	 0
2016-05-27 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-05-27 	 09:30 	 6 	 price-red 	 3 	 Zürich 	 Basel 	 87139 	 14 	 1
2016-05-27 	 11:00 	 25 	 price-green 	 3 	 Zürich 	 Düsseldorf 	 609428 	 24 	 5
2016-05-27 	 12:10 	 8 	 price-orange 	 3 	 Zürich 	 Lindau (Bodensee) 	 138849 	 17 	 1
2016-05-27 	 12:10 	 8 	 price-orange 	 4 	 Zürich 	 Spiez 	 157845 	 19 	 1
2016-05-27 	 13:00 	 5 	 price-orange 	 2 	 Zürich 	 Basel 	 83469 	 16 	 1
2016-05-27 	 13:00 	 20 	 price-red 	 4 	 Schwerzenbach 	 München 	 298626 	 14 	 3
2016-05-27 	 13:10 	 7 	 price-red 	 2 	 Zürich 	 Überlingen 	 103071 	 14 	 1
2016-05-27 	 13:20 	 4 	 price-green 	 2 	 Zürich 	 Stockach 	 88814 	 22 	 1
2016-05-27 	 14:20 	 9 	 price-red 	 3 	 Zürich 	 Lindau (Bodensee) 	 131567 	 14 	 1
2016-05-27 	 14:30 	 5 	 price-orange 	 3 	 Zürich 	 Sankt Gallen 	 86215 	 17 	 0
2016-05-27 	 14:40 	 4 	 price-orange 	 5 	 Zürich 	 Singen (Hohentwiel) 	 74809 	 18 	 1
2016-05-27 	 15:00 	 23 	 price-orange 	 3 	 Dübendorf 	 Nürnberg 	 412855 	 17 	 4
2016-05-27 	 15:10 	 20 	 price-orange 	 2 	 Kloten 	 Saarbrücken 	 348407 	 17 	 3
2016-05-27 	 15:20 	 22 	 price-orange 	 3 	 Zürich 	 Würzburg 	 358738 	 16 	 3
2016-05-27 	 15:30 	 40 	 price-red 	 3 	 Zürich 	 Bonn 	 549081 	 13 	 5
2016-05-27 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-05-27 	 16:00 	 3 	 price-orange 	 3 	 Zürich 	 Wil 	 58303 	 19 	 0
2016-05-27 	 16:00 	 7 	 price-orange 	 3 	 Zürich 	 Bregenz 	 120928 	 17 	 1
2016-05-27 	 16:00 	 18 	 price-orange 	 3 	 Zürich 	 Würzburg 	 359585 	 19 	 3
2016-05-27 	 16:00 	 52 	 price-orange 	 3 	 Zürich 	 Budapest 	 990528 	 19 	 9
2016-05-27 	 16:20 	 6 	 price-green 	 1 	 Zürich 	 Lustenau 	 117508 	 19 	 1
2016-05-27 	 16:30 	 13 	 price-red 	 3 	 Dietlikon 	 Stuttgart 	 208653 	 16 	 2
2016-05-27 	 16:50 	 40 	 price-red 	 4 	 Zürich 	 Dortmund 	 616595 	 15 	 5
2016-05-27 	 17:00 	 4 	 price-orange 	 2 	 Kloten 	 Sankt Blasien 	 67971 	 16 	 1
2016-05-27 	 17:00 	 10 	 price-red 	 3 	 Zürich 	 Freiburg im Breisgau 	 150881 	 15 	 1
2016-05-27 	 17:00 	 22 	 price-orange 	 3 	 Zürich 	 Nürnberg 	 422170 	 19 	 4
2016-05-27 	 17:00 	 25 	 price-orange 	 2 	 Zürich 	 Frankfurt am Main 	 407370 	 16 	 3
2016-05-27 	 17:00 	 33 	 price-red 	 3 	 Zürich 	 Meiningen 	 475914 	 14 	 4
2016-05-27 	 17:10 	 15 	 price-green 	 3 	 Zürich 	 Mannheim 	 1 	 0 	 999
2016-05-27 	 17:30 	 30 	 price-green 	 2 	 Zürich 	 Sangerhausen 	 624456 	 20 	 5
2016-05-27 	 18:00 	 15 	 price-red 	 3 	 Zürich 	 Stuttgart 	 214150 	 14 	 2
2016-05-27 	 18:00 	 25 	 price-green 	 3 	 Zürich 	 Siegburg 	 541789 	 21 	 5
2016-05-27 	 18:00 	 45 	 price-orange 	 3 	 Zürich 	 Cottbus 	 845965 	 18 	 7
2016-05-27 	 18:00 	 20 	 price-orange 	 2 	 Zürich 	 Tauberbischofsheim 	 327468 	 16 	 3
2016-05-27 	 18:30 	 10 	 price-green 	 1 	 Zürich 	 Stuttgart 	 218892 	 21 	 2
2016-05-27 	 18:40 	 28 	 price-green 	 2 	 Zürich 	 Köln 	 570737 	 20 	 5
2016-05-27 	 19:30 	 15 	 price-red 	 4 	 Zürich 	 Stuttgart 	 216700 	 14 	 2
2016-05-27 	 19:50 	 21 	 price-red 	 3 	 Opfikon 	 München 	 304644 	 14 	 3
2016-05-27 	 21:00 	 2 	 price-green 	 3 	 Zürich 	 Kriens 	 59880 	 29 	 0
2016-05-28 	 04:00 	 17 	 price-orange 	 3 	 Zürich 	 München 	 307583 	 18 	 3
2016-05-28 	 04:00 	 45 	 price-orange 	 4 	 Zürich 	 Berlin 	 843994 	 18 	 7
2016-05-28 	 06:00 	 13 	 price-orange 	 3 	 Zürich 	 Stuttgart 	 216700 	 16 	 2
2016-05-28 	 10:00 	 25 	 price-orange 	 3 	 Zürich 	 Frankfurt am Main 	 403767 	 16 	 4
2016-05-28 	 12:10 	 3 	 price-green 	 3 	 Zürich 	 Konstanz 	 70396 	 23 	 0
2016-05-28 	 15:40 	 18 	 price-red 	 4 	 Zürich 	 Milano 	 1 	 0 	 999
2016-05-28 	 16:00 	 3 	 price-orange 	 3 	 Zürich 	 Luzern 	 51996 	 17 	 0
2016-05-28 	 17:00 	 10 	 price-green 	 2 	 Zürich 	 Genève 	 276274 	 27 	 2
2016-05-28 	 19:00 	 19 	 price-red 	 4 	 Zürich 	 Karlsruhe 	 271518 	 14 	 2
2016-05-28 	 20:30 	 10 	 price-orange 	 3 	 Zürich 	 Tübingen 	 189616 	 18 	 2
2016-05-28 	 23:30 	 10 	 price-green 	 Ausgebucht 	 Kloten 	 Stuttgart 	 1 	 0 	 999
2016-05-29 	 00:20 	 21 	 price-red 	 2 	 Zürich 	 Innsbruck 	 291741 	 13 	 3
2016-05-29 	 09:00 	 48 	 price-green 	 2 	 Zürich 	 Wroclaw 	 979812 	 20 	 9
2016-05-29 	 10:00 	 20 	 price-red 	 3 	 Zürich 	 München 	 310475 	 15 	 3
2016-05-29 	 11:20 	 15 	 price-red 	 3 	 Zürich 	 Stuttgart 	 217885 	 14 	 2
2016-05-29 	 12:00 	 20 	 price-green 	 2 	 Zürich 	 Nürnberg 	 434713 	 21 	 4
2016-05-29 	 14:00 	 12 	 price-orange 	 2 	 Zürich 	 Schwaikheim 	 239286 	 19 	 2
2016-05-29 	 14:00 	 25 	 price-orange 	 3 	 Zürich 	 Frankfurt am Main 	 410143 	 16 	 3
2016-05-29 	 14:30 	 20 	 price-orange 	 1 	 Zürich 	 Werneck 	 383992 	 19 	 3
2016-05-29 	 14:50 	 10 	 price-green 	 3 	 Zürich 	 Stuttgart 	 219470 	 21 	 2
2016-05-29 	 14:50 	 4 	 price-green 	 3 	 Zürich 	 Basel 	 82354 	 20 	 0
2016-05-29 	 15:10 	 12 	 price-orange 	 2 	 Zürich 	 Stuttgart 	 218943 	 18 	 2
2016-05-29 	 15:30 	 5 	 price-orange 	 3 	 Zürich 	 Basel 	 87139 	 17 	 1
2016-05-29 	 15:30 	 30 	 price-green 	 4 	 Zürich 	 Düsseldorf 	 614770 	 20 	 5
2016-05-29 	 16:00 	 12 	 price-orange 	 2 	 Zürich 	 Böblingen 	 199028 	 16 	 2
2016-05-29 	 16:00 	 24 	 price-orange 	 3 	 Schlieren 	 Frankfurt am Main 	 410573 	 17 	 3
2016-05-29 	 16:50 	 5 	 price-green 	 3 	 Zürich 	 Bern 	 121257 	 24 	 1
2016-05-29 	 17:00 	 5 	 price-orange 	 2 	 Zürich 	 Sankt Gallen 	 86564 	 17 	 0
2016-05-29 	 18:00 	 3 	 price-orange 	 3 	 Zürich 	 Schaffhausen 	 49323 	 16 	 0
2016-05-29 	 18:00 	 4 	 price-green 	 3 	 Zürich 	 Sankt Gallen 	 86215 	 21 	 0
2016-05-29 	 18:10 	 3 	 price-green 	 2 	 Zürich 	 Glarus 	 68585 	 22 	 0
2016-05-29 	 18:20 	 25 	 price-red 	 3 	 Zürich 	 Saarbrücken 	 338603 	 13 	 3
2016-05-29 	 18:30 	 10 	 price-green 	 3 	 Zürich 	 Lugano 	 205435 	 20 	 2
2016-05-29 	 18:50 	 15 	 price-green 	 2 	 Wallisellen 	 München 	 301923 	 20 	 3
2016-05-29 	 19:00 	 10 	 price-red 	 3 	 Zürich 	 Freiburg Im Breisgau 	 150881 	 15 	 1
2016-05-29 	 19:00 	 14 	 price-orange 	 3 	 Zürich 	 Karlsruhe 	 274469 	 19 	 2
2016-05-29 	 19:20 	 20 	 price-green 	 3 	 Zürich 	 Frankfurt am Main 	 410132 	 20 	 3
2016-05-29 	 21:20 	 2 	 price-green 	 3 	 Zürich 	 Schwyz 	 58656 	 29 	 0
2016-05-29 	 21:40 	 1 	 price-green 	 3 	 Dietikon 	 Zug 	 33894 	 33 	 0
2016-05-29 	 22:20 	 3 	 price-green 	 5 	 Zürich 	 Rickenbach Bei Schwyz 	 61662 	 20 	 0
2016-05-30 	 00:10 	 9 	 price-red 	 3 	 Opfikon 	 Bern 	 122667 	 13 	 1
2016-05-30 	 03:30 	 11 	 price-orange 	 3 	 Zürich 	 Lugano 	 205435 	 18 	 2
2016-05-30 	 06:00 	 12 	 price-orange 	 4 	 Zürich 	 Stuttgart 	 196224 	 16 	 2
2016-05-30 	 06:00 	 20 	 price-red 	 1 	 Zürich 	 München 	 307411 	 15 	 3
2016-05-30 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-30 	 07:10 	 1 	 price-red 	 3 	 Maur 	 Fällanden 	 2890 	 2 	 0
2016-05-30 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-05-30 	 07:30 	 2 	 price-green 	 3 	 Zürich 	 Frauenfeld 	 43507 	 21 	 0
2016-05-30 	 11:20 	 9 	 price-red 	 3 	 Zürich 	 Bern 	 126630 	 14 	 1
2016-05-30 	 11:20 	 15 	 price-orange 	 2 	 Zürich 	 Backnang 	 262608 	 17 	 2
2016-05-30 	 13:40 	 8 	 price-orange 	 3 	 Zürich 	 Lindau (Bodensee) 	 138849 	 17 	 1
2016-05-30 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-05-30 	 17:00 	 1 	 price-red 	 3 	 Fällanden 	 Maur 	 2889 	 2 	 0
2016-05-30 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-05-30 	 17:20 	 3 	 price-green 	 2 	 Zürich 	 Konstanz 	 70396 	 23 	 0
2016-05-30 	 18:00 	 25 	 price-orange 	 3 	 Zürich 	 Regensburg 	 422805 	 16 	 4
2016-05-30 	 18:30 	 15 	 price-green 	 3 	 Zürich 	 München 	 310475 	 20 	 3
2016-05-30 	 22:00 	 10 	 price-green 	 3 	 Kloten 	 Stuttgart 	 1 	 0 	 999
2016-05-31 	 06:00 	 50 	 price-orange 	 2 	 Zürich 	 Berlin 	 844496 	 16 	 7
2016-05-31 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-05-31 	 07:10 	 1 	 price-red 	 3 	 Maur 	 Fällanden 	 2890 	 2 	 0
2016-05-31 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-05-31 	 07:30 	 2 	 price-green 	 3 	 Zürich 	 Frauenfeld 	 43507 	 21 	 0
2016-05-31 	 09:00 	 20 	 price-orange 	 2 	 Zürich 	 Kaiserslautern 	 361470 	 18 	 3
2016-05-31 	 10:30 	 3 	 price-orange 	 3 	 Zürich 	 Luzern 	 51996 	 17 	 0
2016-05-31 	 11:20 	 13 	 price-orange 	 2 	 Zürich 	 Stuttgart 	 217885 	 16 	 2
2016-05-31 	 12:50 	 3 	 price-green 	 2 	 Zürich 	 Bern 	 121257 	 40 	 1
2016-05-31 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-05-31 	 17:00 	 1 	 price-red 	 3 	 Fällanden 	 Maur 	 2889 	 2 	 0
2016-05-31 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
